company,url,page_kind,web_score,aeo_score,selection_reason,crawl_id,group_id,occurrence_id,evaluation_id,rule_id,dimension,category,severity,finding_class,description,remediation,reason_code,analyzer_version,rule_version,stored_evidence,independent_observation,exact_offending_element_schema_heading,verdict,confidence,corrected_replay_outcome,corrected_replay_result,content_sha256,crawl_fetch_time,audit_fetch_time
lootcrate,https://lootcrate.com/collections/quakecon-sale,category,76.3,16.7,lootcrate: alternating aeo_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,e23df4bf-d267-5ce6-8f96-fb5fac1548e2,86926700-0917-41c4-a57b-ff0f18d464c9,0c67d701-1861-45cf-a788-c9cbb9ad28b9,aeo.listing_answer_set,aeo,content,medium,defect,Category pages expose a collection purpose and crawlable item set.,Add a clear H1 and crawlable links to collection items.,,sh-analyzer-1,sh-rules-1,"{""atoms"": [{""condition"": """", ""evidence"": true, ""name"": ""collection_purpose"", ""outcome"": ""satisfied"", ""required"": true}, {""condition"": """", ""evidence"": 0, ""name"": ""item_set"", ""outcome"": ""missing"", ""required"": true}], ""threshold"": ""all_required""}",The only eight /products/ anchors are two duplicate sets in shared mobile/header navigation; primary content exposes no crawlable collection item set.,The only eight /products/ anchors are two duplicate sets in shared mobile/header navigation; primary content exposes no crawlable collection item set.,verified,high,missing,retained_verified,7007dd6198763d6beccd4995c71024bb4edb6dfa858dac9fc897c3813e53f022,2026-08-31 02:34:36.106878+00:00,2026-08-31T03:49:06.999471+00:00
lootcrate,https://lootcrate.com/collections/quakecon-sale,category,76.3,16.7,lootcrate: alternating aeo_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,d15c3995-e44a-598b-9bae-7408a27395de,90376e7b-830f-4bf5-98ec-1d92987edb39,ea03bea5-ec5a-4315-9ca1-167f4657f216,aeo.listing_item_facts,aeo,citability,medium,defect,Category items expose crawlable labels and targets.,Render item names and crawlable product links in the collection.,,sh-analyzer-1,sh-rules-1,"{""item_fact_count"": 0, ""items"": []}",No primary-content product card supplies a title/target pair; the eight product anchors belong only to shared mobile/header navigation.,No primary-content product card supplies a title/target pair; the eight product anchors belong only to shared mobile/header navigation.,verified,high,missing,retained_verified,7007dd6198763d6beccd4995c71024bb4edb6dfa858dac9fc897c3813e53f022,2026-08-31 02:34:36.106878+00:00,2026-08-31T03:49:06.999471+00:00
lootcrate,https://lootcrate.com/collections/quakecon-sale,category,76.3,16.7,lootcrate: alternating aeo_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,29588deb-54d3-5ee2-9c9d-4ebaa41727fc,72efe44c-f462-4cde-b58b-fb9fcb70dfc8,7c9410e5-a8bd-49cc-9ee1-86931c36180f,aeo.schema_expected_for_type,aeo,structured_data,low,advisory,Structured data includes a schema.org type expected for the classified page type.,Add the expected schema.org type for this page type (PAGE_KIND_EXPECTED_SCHEMA).,expected_schema_absent,sh-analyzer-1,sh-rules-1,"{""candidate_count"": 0, ""expected_types"": [""CollectionPage"", ""ItemList""], ""found_types"": [], ""page_kind"": ""category"", ""primary_schema_type"": """", ""reason"": ""expected_schema_absent""}","expected one of ['CollectionPage', 'ItemList']; no expected type in HTTP JSON-LD/microdata (found [])","expected one of ['CollectionPage', 'ItemList']; no expected type in HTTP JSON-LD/microdata (found [])",verified,high,,not_replayed,7007dd6198763d6beccd4995c71024bb4edb6dfa858dac9fc897c3813e53f022,2026-08-31 02:34:36.106878+00:00,2026-08-31T03:49:06.999471+00:00
lootcrate,https://lootcrate.com/collections/quakecon-sale,category,76.3,16.7,lootcrate: alternating aeo_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,06ed5a73-7c9a-5fd5-a481-206ffa1c49db,a0a7a055-8f70-49d0-ab01-1ae42e6d6dc0,a90ed8e2-612d-46a0-a9fd-6d1727eaa299,web.accessibility_form_names,technical,content,high,defect,Form controls have a deterministic accessible name.,Associate each form control with a label or ARIA name.,,sh-analyzer-1,sh-rules-1,"{""control_count"": 6, ""missing_accessible_name"": 2}",1 unnamed of 2 HTTP-visible controls: input[1] id=- name=q,1 unnamed of 2 HTTP-visible controls: input[1] id=- name=q,verified,high,missing,retained_verified,7007dd6198763d6beccd4995c71024bb4edb6dfa858dac9fc897c3813e53f022,2026-08-31 02:34:36.106878+00:00,2026-08-31T03:49:06.999471+00:00
lootcrate,https://lootcrate.com/collections/quakecon-sale,category,76.3,16.7,lootcrate: alternating aeo_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,1f4dda0e-101c-555f-bb24-740493094899,df0ec35a-43d9-4744-834f-79bfc218492b,f87be522-0179-4fdb-8293-7d8991ccc242,web.accessibility_heading_order,technical,content,medium,defect,Heading levels form a coherent document outline.,Do not skip heading levels when structuring page sections.,,sh-analyzer-1,sh-rules-1,"{""heading_levels"": [3, 1, 3, 6, 6, 6, 6, 6, 5, 3], ""level_skips"": 2}","full-document heading levels [3, 1, 3, 6, 6, 6, 6, 6, 5, 3]; skipped transitions: H1 → H3, H3 → H6","full-document heading levels [3, 1, 3, 6, 6, 6, 6, 6, 5, 3]; skipped transitions: H1 → H3, H3 → H6",verified,high,,not_replayed,7007dd6198763d6beccd4995c71024bb4edb6dfa858dac9fc897c3813e53f022,2026-08-31 02:34:36.106878+00:00,2026-08-31T03:49:06.999471+00:00
lootcrate,https://lootcrate.com/collections/quakecon-sale,category,76.3,16.7,lootcrate: alternating aeo_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,8e682d08-2e3d-5f18-b826-dac61547b14b,932a9e8b-a04d-4545-aa3d-a79cfbc50ca6,3bdf53e6-c547-4333-8c7f-0dacd28f8e7e,web.accessibility_image_alt,technical,content,medium,defect,Informative images declare alternative text.,"Add alt text to informative images; use alt="""" for decoration.",,sh-analyzer-1,sh-rules-1,"{""decorative_alt"": 1, ""image_count"": 9, ""missing_alt"": 1}",1 images omit alt: img[9] src=,1 images omit alt: img[9] src=,verified,high,,not_replayed,7007dd6198763d6beccd4995c71024bb4edb6dfa858dac9fc897c3813e53f022,2026-08-31 02:34:36.106878+00:00,2026-08-31T03:49:06.999471+00:00
lootcrate,https://lootcrate.com/blogs/news/contact,article,76.3,25.5,lootcrate: alternating web_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,2c222d59-e192-5b9b-97d5-3d236da771a4,a611400d-8cd5-4da0-a6d8-09d7f5cdd85a,aefa99a8-9ba2-4de6-a6f5-ad45f50437e0,aeo.editorial_lead_present,aeo,content,low,advisory,Editorial content opens with a substantive lead paragraph.,Add a concise lead that establishes the page topic.,editorial_lead_missing,sh-analyzer-1,sh-rules-1,"{""lead_preview"": """", ""lead_word_count"": 0, ""minimum_words"": 10, ""reason"": ""editorial_lead_missing""}",first primary-content paragraph has 3 words,first primary-content paragraph has 3 words,verified,high,missing,retained_verified,6a8b5c1aa773eab4b67c86e5eefd136f4e734402be08da4715ed492f094c2567,2026-08-31 02:33:08.867359+00:00,2026-08-31T03:49:07.263110+00:00
lootcrate,https://lootcrate.com/blogs/news/contact,article,76.3,25.5,lootcrate: alternating web_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,06ea11cc-9b3c-5237-bc52-0e0d081137ac,44718188-c54e-44f2-bfeb-35c655214694,162ac019-0d88-4cc9-bdf9-b412720c91ba,aeo.heading_hierarchy,aeo,content,medium,defect,Heading levels form a coherent page-kind-independent outline.,Use sequential heading levels to express content hierarchy.,,sh-analyzer-1,sh-rules-1,"{""levels"": [2, 1, 3], ""skips"": [{""from"": 1, ""to"": 3}]}","primary-content (main) heading levels [2, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]; skipped transitions: H1 → H3","primary-content (main) heading levels [2, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]; skipped transitions: H1 → H3",verified,high,missing,retained_verified,6a8b5c1aa773eab4b67c86e5eefd136f4e734402be08da4715ed492f094c2567,2026-08-31 02:33:08.867359+00:00,2026-08-31T03:49:07.263110+00:00
lootcrate,https://lootcrate.com/blogs/news/contact,article,76.3,25.5,lootcrate: alternating web_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,bc4a3bc0-8024-51ec-8af6-1779609dfe48,f97d6f94-cb41-4946-92bc-ba9a28614be8,9795ea10-8479-4fd7-9eec-273e77943638,aeo.schema_recommended_present,aeo,structured_data,low,advisory,Expected-type structured data carries the recommended properties for the page type.,Add the recommended properties to strengthen the schema markup.,,sh-analyzer-1,sh-rules-1,"{""checked_blocks"": 1, ""expected_types"": [""Article"", ""BlogPosting"", ""NewsArticle""], ""extraction"": ""microdata_shallow"", ""missing"": [""author"", ""datePublished"", ""image"", ""dateModified""], ""page_kind"": ""article"", ""recommended"": [""author"", ""datePublished"", ""image"", ""dateModified""], ""schema_type"": ""Article""}","expected ['BlogPosting', 'NewsArticle', 'Article']; missing ['author', 'datePublished', 'image', 'dateModified'] in 1 matching schema block(s); raw types=['Article']","expected ['BlogPosting', 'NewsArticle', 'Article']; missing ['author', 'datePublished', 'image', 'dateModified'] in 1 matching schema block(s); raw types=['Article']",verified,high,,not_replayed,6a8b5c1aa773eab4b67c86e5eefd136f4e734402be08da4715ed492f094c2567,2026-08-31 02:33:08.867359+00:00,2026-08-31T03:49:07.263110+00:00
lootcrate,https://lootcrate.com/blogs/news/contact,article,76.3,25.5,lootcrate: alternating web_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,6745a53a-1f1f-5f75-af32-765a40e6384a,a62bd5e2-7cab-4add-8156-92a9302a5454,d26d452c-e1a3-4780-9535-a11c31ee74a3,aeo.schema_required_valid,aeo,structured_data,high,defect,Expected-type structured data carries every required property for the page type.,Add the missing required properties to the schema markup.,,sh-analyzer-1,sh-rules-1,"{""checked_blocks"": 1, ""expected_types"": [""Article"", ""BlogPosting"", ""NewsArticle""], ""extraction"": ""microdata_shallow"", ""missing"": [""headline""], ""page_kind"": ""article"", ""required"": [""headline""], ""schema_type"": ""Article""}","expected ['BlogPosting', 'NewsArticle', 'Article']; missing ['headline'] in 1 matching schema block(s); raw types=['Article']","expected ['BlogPosting', 'NewsArticle', 'Article']; missing ['headline'] in 1 matching schema block(s); raw types=['Article']",verified,high,,not_replayed,6a8b5c1aa773eab4b67c86e5eefd136f4e734402be08da4715ed492f094c2567,2026-08-31 02:33:08.867359+00:00,2026-08-31T03:49:07.263110+00:00
lootcrate,https://lootcrate.com/blogs/news/contact,article,76.3,25.5,lootcrate: alternating web_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,49fbaa7d-d765-566e-a721-a1dfe6445dae,affe2f69-db99-4885-a866-1f2e1e9aa30f,869192cb-8006-4c6f-b893-057424d3e9d5,aeo.visible_attribution,aeo,citability,medium,defect,Authored content exposes a visible creator name and linked profile.,Add a visible creator byline linked to a stable profile or biography.,visible_attribution_absent,sh-analyzer-1,sh-rules-1,"{""declared_name"": """", ""declared_source"": """", ""reason"": ""visible_attribution_absent"", ""visible_name"": """", ""visible_profile_url"": """"}","No visible creator name + linked profile found (name='', profile='')","No visible creator name + linked profile found (name='', profile='')",verified,high,missing,retained_verified,6a8b5c1aa773eab4b67c86e5eefd136f4e734402be08da4715ed492f094c2567,2026-08-31 02:33:08.867359+00:00,2026-08-31T03:49:07.263110+00:00
lootcrate,https://lootcrate.com/blogs/news/contact,article,76.3,25.5,lootcrate: alternating web_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,06ed5a73-7c9a-5fd5-a481-206ffa1c49db,8ac0dec9-fb09-4a48-94ca-00db64d793a7,4cfababc-7b8c-474e-acb0-670f534917d6,web.accessibility_form_names,technical,content,high,defect,Form controls have a deterministic accessible name.,Associate each form control with a label or ARIA name.,,sh-analyzer-1,sh-rules-1,"{""control_count"": 7, ""missing_accessible_name"": 2}",1 unnamed of 3 HTTP-visible controls: input[2] id=- name=q,1 unnamed of 3 HTTP-visible controls: input[2] id=- name=q,verified,high,missing,retained_verified,6a8b5c1aa773eab4b67c86e5eefd136f4e734402be08da4715ed492f094c2567,2026-08-31 02:33:08.867359+00:00,2026-08-31T03:49:07.263110+00:00
lootcrate,https://lootcrate.com/blogs/news/contact,article,76.3,25.5,lootcrate: alternating web_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,1f4dda0e-101c-555f-bb24-740493094899,7f9de24a-8d91-4de2-80b4-ca965eadfb58,d144803d-ecd4-4c8d-8b6c-a7e17910254f,web.accessibility_heading_order,technical,content,medium,defect,Heading levels form a coherent document outline.,Do not skip heading levels when structuring page sections.,,sh-analyzer-1,sh-rules-1,"{""heading_levels"": [3, 2, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 6, 6, 6, 6, 6, 5, 3], ""level_skips"": 2}","full-document heading levels [3, 2, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 6, 6, 6, 6, 6, 5, 3]; skipped transitions: H1 → H3, H3 → H6","full-document heading levels [3, 2, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 6, 6, 6, 6, 6, 5, 3]; skipped transitions: H1 → H3, H3 → H6",verified,high,,not_replayed,6a8b5c1aa773eab4b67c86e5eefd136f4e734402be08da4715ed492f094c2567,2026-08-31 02:33:08.867359+00:00,2026-08-31T03:49:07.263110+00:00
lootcrate,https://lootcrate.com/blogs/news/contact,article,76.3,25.5,lootcrate: alternating web_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,8e682d08-2e3d-5f18-b826-dac61547b14b,2b6b177e-1ee1-4214-aefe-baf12f8a8ca5,30e418e6-de06-426a-ab06-ab7e33aea5cc,web.accessibility_image_alt,technical,content,medium,defect,Informative images declare alternative text.,"Add alt text to informative images; use alt="""" for decoration.",,sh-analyzer-1,sh-rules-1,"{""decorative_alt"": 1, ""image_count"": 9, ""missing_alt"": 1}",1 images omit alt: img[9] src=,1 images omit alt: img[9] src=,verified,high,,not_replayed,6a8b5c1aa773eab4b67c86e5eefd136f4e734402be08da4715ed492f094c2567,2026-08-31 02:33:08.867359+00:00,2026-08-31T03:49:07.263110+00:00
lootcrate,https://lootcrate.com/,homepage,76.3,25.0,lootcrate: alternating aeo_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,100f2b4e-52eb-5b8d-9536-36202f9ef409,b1d34b5b-b1f3-4768-a16d-50ec81ebcd1e,ba149c36-11f1-442b-bfc5-bb0294eeddb3,aeo.entity_value_proposition,aeo,content,low,defect,Entity pages name the entity and state a substantive proposition.,Pair a clear H1 with a concise first explanatory paragraph.,,sh-analyzer-1,sh-rules-1,"{""atoms"": [{""condition"": """", ""evidence"": """", ""name"": ""entity_identity"", ""outcome"": ""missing"", ""required"": true}, {""condition"": ""page_trait:contact_intent"", ""evidence"": false, ""name"": ""contact_path"", ""outcome"": ""not_applicable"", ""required"": true}, {""condition"": ""not_page_trait:contact_intent"", ""evidence"": {""word_count"": 0}, ""name"": ""value_proposition"", ""outcome"": ""missing"", ""required"": true}], ""threshold"": ""all_required""}","Missing HTTP identity/proposition evidence (identity=False, visible_words=291, headings=['THE BEST SURPRISE YOU KNOW IS COMING', 'WANDS AT THE READY', 'EPIC TEES, EPIC VALUE'])","Missing HTTP identity/proposition evidence (identity=False, visible_words=291, headings=['THE BEST SURPRISE YOU KNOW IS COMING', 'WANDS AT THE READY', 'EPIC TEES, EPIC VALUE'])",verified,medium,missing,retained_verified,e66dfc9b0455975b2188efacb99f2b3fe863ed7df56cf64f831d67192d60ee7b,2026-08-31 02:33:01.794672+00:00,2026-08-31T03:49:07.633326+00:00
lootcrate,https://lootcrate.com/,homepage,76.3,25.0,lootcrate: alternating aeo_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,06ea11cc-9b3c-5237-bc52-0e0d081137ac,0a89a2f3-7a42-41b6-b057-69bfa57c0e46,2f537e0e-a4e2-4375-8804-1e5db90905bb,aeo.heading_hierarchy,aeo,content,medium,defect,Heading levels form a coherent page-kind-independent outline.,Use sequential heading levels to express content hierarchy.,no_primary_headings,sh-analyzer-1,sh-rules-1,"{""levels"": [], ""reason"": ""no_primary_headings""}","primary-content (main) heading levels [2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2]; no skipped transitions","primary-content (main) heading levels [2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2]; no skipped transitions",wrong,high,satisfied,removed_wrong,e66dfc9b0455975b2188efacb99f2b3fe863ed7df56cf64f831d67192d60ee7b,2026-08-31 02:33:01.794672+00:00,2026-08-31T03:49:07.633326+00:00
lootcrate,https://lootcrate.com/,homepage,76.3,25.0,lootcrate: alternating aeo_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,bad83c01-d1ae-5e27-bf3c-6bc3a63df1c2,2944ddc3-0253-4eae-9733-180d9c44c5e1,87a48191-548c-4ece-b735-227e47824271,aeo.organization_identity,aeo,citability,medium,defect,Organization markup identifies the site with a name and URL.,Add Organization name and URL on the site root.,,sh-analyzer-1,sh-rules-1,"{""complete_identity_count"": 0, ""has_organization"": false, ""identities"": []}",No named Organization schema found in HTTP markup; types=[],No named Organization schema found in HTTP markup; types=[],verified,high,,not_replayed,e66dfc9b0455975b2188efacb99f2b3fe863ed7df56cf64f831d67192d60ee7b,2026-08-31 02:33:01.794672+00:00,2026-08-31T03:49:07.633326+00:00
lootcrate,https://lootcrate.com/,homepage,76.3,25.0,lootcrate: alternating aeo_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,29588deb-54d3-5ee2-9c9d-4ebaa41727fc,d55b7c10-98c6-4016-bd59-3903d1ddc31c,ecbb42e8-74b8-457e-85e4-fd3d8061bd6a,aeo.schema_expected_for_type,aeo,structured_data,low,advisory,Structured data includes a schema.org type expected for the classified page type.,Add the expected schema.org type for this page type (PAGE_KIND_EXPECTED_SCHEMA).,expected_schema_absent,sh-analyzer-1,sh-rules-1,"{""candidate_count"": 0, ""expected_types"": [""Organization"", ""WebSite""], ""found_types"": [], ""page_kind"": ""homepage"", ""primary_schema_type"": """", ""reason"": ""expected_schema_absent""}","expected one of ['Organization', 'WebSite']; no expected type in HTTP JSON-LD/microdata (found [])","expected one of ['Organization', 'WebSite']; no expected type in HTTP JSON-LD/microdata (found [])",verified,high,,not_replayed,e66dfc9b0455975b2188efacb99f2b3fe863ed7df56cf64f831d67192d60ee7b,2026-08-31 02:33:01.794672+00:00,2026-08-31T03:49:07.633326+00:00
lootcrate,https://lootcrate.com/,homepage,76.3,25.0,lootcrate: alternating aeo_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,d868033c-b601-53ef-a38a-4ebec45d16b1,65bfb525-3850-49ef-b180-c303c0cf1759,2d3415d8-452d-468c-b796-01ea68bb0242,technical.broken_internal_link,technical,indexability,high,defect,Crawlable internal links resolve without an HTTP error.,Repair or remove internal links whose targets return errors.,,sh-analyzer-1,sh-rules-1,"{""checked_count"": 2626, ""failing_urls"": [""https://lootcrate.com/pages/special-terms"", ""https://lootcrate.com/brand"", ""https://lootcrate.com/media-inquiries"", ""https://lootcrate.com/partner"", ""https://lootcrate.com/supplier"", ""https://lootcrate.com/pages/firefly-digital-inserts"", ""https://lootcrate.com/pages/past-limited-edition-crates"", ""https://lootcrate.com/pages/wwe-digital-inserts"", ""https://lootcrate.com/pages/quakecon""], ""failure_count"": 9, ""normalized_coverage"": 0.8162884675163196, ""normalized_score"": 0.9965727341964966, ""resolution_source_ids"": [""07e68fba-f5d2-48de-b0b8-01ea20943432"", ""08a8775a-8d44-43b1-9149-d2fc195a952f"", ""09a36ef9-d618-480f-92f1-c4125955e13a"", ""09df15d1-cbb2-4edc-b6f2-3875d1fc0e74"", ""0af23616-3959-460a-b9bd-188e2cd6e469"", ""0b8203a5-41ac-43ba-b3fd-a2f64d132d3f"", ""0c390d58-861f-453a-aaf0-e6c8f668674e"", ""0d95cfa2-5734-4484-8cc5-7586660379ac"", ""0e6cf43d-96b5-42a1-97a0-1f70f22a0505"", ""100be66d-c68b-45f3-bbbb-45c147e7043f""], ""total_count"": 3217}",The issue is not independently observable from one frozen URL response under its graph/site contract,The issue is not independently observable from one frozen URL response under its graph/site contract,wrong,low,,not_replayed,e66dfc9b0455975b2188efacb99f2b3fe863ed7df56cf64f831d67192d60ee7b,2026-08-31 02:33:01.794672+00:00,2026-08-31T03:49:07.633326+00:00
lootcrate,https://lootcrate.com/,homepage,76.3,25.0,lootcrate: alternating aeo_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,06ed5a73-7c9a-5fd5-a481-206ffa1c49db,49c9d3a8-9317-4829-b127-3be84be62927,ea9c18df-83e1-44b9-a1c5-98886a0a8ae2,web.accessibility_form_names,technical,content,high,defect,Form controls have a deterministic accessible name.,Associate each form control with a label or ARIA name.,,sh-analyzer-1,sh-rules-1,"{""control_count"": 6, ""missing_accessible_name"": 2}",1 unnamed of 2 HTTP-visible controls: input[1] id=- name=q,1 unnamed of 2 HTTP-visible controls: input[1] id=- name=q,verified,high,missing,retained_verified,e66dfc9b0455975b2188efacb99f2b3fe863ed7df56cf64f831d67192d60ee7b,2026-08-31 02:33:01.794672+00:00,2026-08-31T03:49:07.633326+00:00
lootcrate,https://lootcrate.com/,homepage,76.3,25.0,lootcrate: alternating aeo_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,1f4dda0e-101c-555f-bb24-740493094899,bed443d1-1091-4e8d-9814-f3a4ee1a1f3f,3fb1c83d-346f-4afa-a1be-419403a877ce,web.accessibility_heading_order,technical,content,medium,defect,Heading levels form a coherent document outline.,Do not skip heading levels when structuring page sections.,,sh-analyzer-1,sh-rules-1,"{""heading_levels"": [3, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 6, 6, 6, 6, 6, 5, 3], ""level_skips"": 1}","full-document heading levels [3, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 6, 6, 6, 6, 6, 5, 3]; skipped transitions: H2 → H6","full-document heading levels [3, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 6, 6, 6, 6, 6, 5, 3]; skipped transitions: H2 → H6",verified,high,,not_replayed,e66dfc9b0455975b2188efacb99f2b3fe863ed7df56cf64f831d67192d60ee7b,2026-08-31 02:33:01.794672+00:00,2026-08-31T03:49:07.633326+00:00
lootcrate,https://lootcrate.com/,homepage,76.3,25.0,lootcrate: alternating aeo_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,8e682d08-2e3d-5f18-b826-dac61547b14b,1b298a23-648c-434b-8b57-c570edb5e769,67c04632-cfea-46af-a0fb-c476eca006d9,web.accessibility_image_alt,technical,content,medium,defect,Informative images declare alternative text.,"Add alt text to informative images; use alt="""" for decoration.",,sh-analyzer-1,sh-rules-1,"{""decorative_alt"": 19, ""image_count"": 33, ""missing_alt"": 1}",1 images omit alt: img[33] src=,1 images omit alt: img[33] src=,verified,high,,not_replayed,e66dfc9b0455975b2188efacb99f2b3fe863ed7df56cf64f831d67192d60ee7b,2026-08-31 02:33:01.794672+00:00,2026-08-31T03:49:07.633326+00:00
lootcrate,https://lootcrate.com/pages/accessibility,trust_policy,76.3,100.0,lootcrate: alternating web_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,06ed5a73-7c9a-5fd5-a481-206ffa1c49db,e60f973f-bb7b-4045-a816-6cfbb720fd9a,5a1dd0fb-8655-4388-8b58-3e0b12f734e2,web.accessibility_form_names,technical,content,high,defect,Form controls have a deterministic accessible name.,Associate each form control with a label or ARIA name.,,sh-analyzer-1,sh-rules-1,"{""control_count"": 6, ""missing_accessible_name"": 2}",1 unnamed of 2 HTTP-visible controls: input[1] id=- name=q,1 unnamed of 2 HTTP-visible controls: input[1] id=- name=q,verified,high,missing,retained_verified,6ef769dc4d933c4705ea8790677d78232e7a213e1ac16ab908215f4d2c9c0177,2026-08-31 02:33:12.978223+00:00,2026-08-31T03:49:07.986306+00:00
lootcrate,https://lootcrate.com/pages/accessibility,trust_policy,76.3,100.0,lootcrate: alternating web_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,1f4dda0e-101c-555f-bb24-740493094899,20aef245-409f-48c4-a8f2-c6b0ac5c9045,fb59d61c-fe60-4de6-a0b7-ea5eab2d7e96,web.accessibility_heading_order,technical,content,medium,defect,Heading levels form a coherent document outline.,Do not skip heading levels when structuring page sections.,,sh-analyzer-1,sh-rules-1,"{""heading_levels"": [3, 1, 2, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 6, 6, 6, 6, 6, 5, 3], ""level_skips"": 1}","full-document heading levels [3, 1, 2, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 6, 6, 6, 6, 6, 5, 3]; skipped transitions: H2 → H6","full-document heading levels [3, 1, 2, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 6, 6, 6, 6, 6, 5, 3]; skipped transitions: H2 → H6",verified,high,,not_replayed,6ef769dc4d933c4705ea8790677d78232e7a213e1ac16ab908215f4d2c9c0177,2026-08-31 02:33:12.978223+00:00,2026-08-31T03:49:07.986306+00:00
lootcrate,https://lootcrate.com/pages/accessibility,trust_policy,76.3,100.0,lootcrate: alternating web_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,8e682d08-2e3d-5f18-b826-dac61547b14b,4f69b0fd-d183-4db9-b245-ab627b9a0a91,c180facd-2335-42d6-a6a5-0eebb02b4507,web.accessibility_image_alt,technical,content,medium,defect,Informative images declare alternative text.,"Add alt text to informative images; use alt="""" for decoration.",,sh-analyzer-1,sh-rules-1,"{""decorative_alt"": 1, ""image_count"": 9, ""missing_alt"": 1}",1 images omit alt: img[9] src=,1 images omit alt: img[9] src=,verified,high,,not_replayed,6ef769dc4d933c4705ea8790677d78232e7a213e1ac16ab908215f4d2c9c0177,2026-08-31 02:33:12.978223+00:00,2026-08-31T03:49:07.986306+00:00
lootcrate,https://lootcrate.com/products/loot-fright,product,76.3,16.1,lootcrate: alternating aeo_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,06ea11cc-9b3c-5237-bc52-0e0d081137ac,849d7b4d-4b9b-4144-92a0-a6a9799683c7,2e041690-e376-4687-a6a3-e6f2d45637a7,aeo.heading_hierarchy,aeo,content,medium,defect,Heading levels form a coherent page-kind-independent outline.,Use sequential heading levels to express content hierarchy.,,sh-analyzer-1,sh-rules-1,"{""levels"": [1, 3, 3, 5, 5, 5, 5, 3], ""skips"": [{""from"": 1, ""to"": 3}, {""from"": 3, ""to"": 5}]}","primary-content (main) heading levels [1, 3, 3, 5, 5, 5, 5, 3]; skipped transitions: H1 → H3, H3 → H5","primary-content (main) heading levels [1, 3, 3, 5, 5, 5, 5, 3]; skipped transitions: H1 → H3, H3 → H5",verified,high,missing,retained_verified,bea7f0087db700472acabad308a3cd7221dee7d6509832816c137bd70e017ba7,2026-08-31 02:33:03.310999+00:00,2026-08-31T03:49:08.289779+00:00
